# SYNTHETIC DATA — generated by training/generate_data.py. These customers, portfolios, products and interactions are fabricated. Not real banking data.
user_id,record_type,days_ago,product_id,purpose,amount,tenure,strategy,suitability,status,event_type,SYNTHETIC
syn-0208,EVENT,88.78155340941576,EL-301,,,,,,,VIEWED,TRUE
syn-0211,RECOMMENDATION,423.3,PL-401,HOME,2153000.0,60,BORROW_40_LIQUIDATE_60,0.535,RECOMMENDED,,TRUE
syn-0211,EVENT,422.5508397718028,PL-401,,,,,,,DECLINED,TRUE
syn-0211,RECOMMENDATION,397.8,EL-302,BUSINESS,4537900.0,60,BORROW_40_LIQUIDATE_60,0.412,RECOMMENDED,,TRUE
syn-0211,EVENT,397.4963963525414,EL-302,,,,,,,DECLINED,TRUE
syn-0216,RECOMMENDATION,528.4,PL-403,VEHICLE,601200.0,48,BORROW_100,0.366,RECOMMENDED,,TRUE
syn-0216,EVENT,528.194615330596,PL-403,,,,,,,DECLINED,TRUE
syn-0216,RECOMMENDATION,439.0,BL-601,EDUCATION,227800.0,36,BORROW_100,0.368,RECOMMENDED,,TRUE
syn-0216,EVENT,438.85769588185536,BL-601,,,,,,,DECLINED,TRUE
syn-0216,RECOMMENDATION,125.1,PL-402,VEHICLE,4680800.0,60,BORROW_40_LIQUIDATE_60,0.646,RECOMMENDED,,TRUE
syn-0216,EVENT,124.89483966852848,PL-402,,,,,,,VIEWED,TRUE
syn-0217,RECOMMENDATION,120.8,ML-501,BUSINESS,463600.0,12,BORROW_60_LIQUIDATE_40,0.889,RECOMMENDED,,TRUE
syn-0217,EVENT,120.64518613459518,ML-501,,,,,,,ACCEPTED,TRUE
syn-0217,RECOMMENDATION,309.5,HL-103,EDUCATION,5340400.0,60,BORROW_60_LIQUIDATE_40,0.738,RECOMMENDED,,TRUE
syn-0217,EVENT,308.6521897078446,HL-103,,,,,,,ACCEPTED,TRUE
syn-0220,RECOMMENDATION,431.1,ML-501,EDUCATION,141300.0,24,BORROW_40_LIQUIDATE_60,0.355,RECOMMENDED,,TRUE
syn-0220,EVENT,430.7924106136748,ML-501,,,,,,,ACCEPTED,TRUE
syn-0223,RECOMMENDATION,291.9,HL-101,VEHICLE,1015900.0,12,LIQUIDATE_100,0.353,RECOMMENDED,,TRUE
syn-0223,EVENT,290.9313339839801,HL-101,,,,,,,DECLINED,TRUE
syn-0230,RECOMMENDATION,340.0,HL-103,PERSONAL,1742700.0,12,BORROW_40_LIQUIDATE_60,0.51,RECOMMENDED,,TRUE
syn-0230,EVENT,339.3713538904308,HL-103,,,,,,,DECLINED,TRUE
syn-0230,RECOMMENDATION,270.5,VL-201,VEHICLE,130800.0,48,BORROW_60_LIQUIDATE_40,0.387,RECOMMENDED,,TRUE
syn-0230,EVENT,269.7363854582843,VL-201,,,,,,,DECLINED,TRUE
syn-0230,RECOMMENDATION,331.9,PL-401,MEDICAL,290600.0,84,BORROW_80_LIQUIDATE_20,0.571,RECOMMENDED,,TRUE
syn-0230,EVENT,331.875351334883,PL-401,,,,,,,DECLINED,TRUE
syn-0230,RECOMMENDATION,474.6,EL-301,VEHICLE,415000.0,12,BORROW_60_LIQUIDATE_40,0.853,RECOMMENDED,,TRUE
syn-0230,EVENT,474.4204496133994,EL-301,,,,,,,DECLINED,TRUE
syn-0230,RECOMMENDATION,146.9,ML-501,VEHICLE,158600.0,12,BORROW_40_LIQUIDATE_60,0.36,RECOMMENDED,,TRUE
syn-0230,EVENT,146.0645167755333,ML-501,,,,,,,VIEWED,TRUE
syn-0236,RECOMMENDATION,320.8,HL-103,EDUCATION,752800.0,84,BORROW_80_LIQUIDATE_20,0.502,RECOMMENDED,,TRUE
syn-0236,EVENT,320.38612315095787,HL-103,,,,,,,VIEWED,TRUE
syn-0236,RECOMMENDATION,37.1,HL-101,BUSINESS,1671700.0,36,BORROW_20_LIQUIDATE_80,0.879,RECOMMENDED,,TRUE
syn-0236,EVENT,36.531138492983956,HL-101,,,,,,,VIEWED,TRUE
syn-0236,RECOMMENDATION,218.7,HL-102,VEHICLE,2557000.0,48,BORROW_60_LIQUIDATE_40,0.469,RECOMMENDED,,TRUE
syn-0236,EVENT,217.82893004856305,HL-102,,,,,,,VIEWED,TRUE
syn-0240,RECOMMENDATION,134.7,PL-401,BUSINESS,4424300.0,48,BORROW_80_LIQUIDATE_20,0.377,RECOMMENDED,,TRUE
syn-0240,EVENT,133.83135302410372,PL-401,,,,,,,VIEWED,TRUE
syn-0240,RECOMMENDATION,16.1,PL-402,EDUCATION,1471300.0,12,BORROW_60_LIQUIDATE_40,0.713,RECOMMENDED,,TRUE
syn-0240,EVENT,15.454648597244171,PL-402,,,,,,,ACCEPTED,TRUE
syn-0240,RECOMMENDATION,326.6,BL-603,PERSONAL,201700.0,36,BORROW_60_LIQUIDATE_40,0.758,RECOMMENDED,,TRUE
syn-0240,EVENT,326.1996964207156,BL-603,,,,,,,ACCEPTED,TRUE
syn-0245,RECOMMENDATION,304.8,ML-501,VEHICLE,120500.0,60,BORROW_40_LIQUIDATE_60,0.361,RECOMMENDED,,TRUE
syn-0245,EVENT,303.81039302374774,ML-501,,,,,,,VIEWED,TRUE
syn-0245,RECOMMENDATION,151.3,HL-102,HOME,943900.0,12,BORROW_20_LIQUIDATE_80,0.797,RECOMMENDED,,TRUE
syn-0245,EVENT,151.21565757318754,HL-102,,,,,,,VIEWED,TRUE
syn-0245,RECOMMENDATION,338.5,HL-103,HOME,488300.0,48,BORROW_40_LIQUIDATE_60,0.897,RECOMMENDED,,TRUE
syn-0245,EVENT,338.19102571122204,HL-103,,,,,,,VIEWED,TRUE
syn-0245,RECOMMENDATION,217.3,PL-402,EDUCATION,1447100.0,60,BORROW_100,0.726,RECOMMENDED,,TRUE
syn-0245,EVENT,216.45845113924875,PL-402,,,,,,,VIEWED,TRUE
syn-0247,RECOMMENDATION,106.6,ML-501,PERSONAL,2075200.0,24,BORROW_60_LIQUIDATE_40,0.3,RECOMMENDED,,TRUE
syn-0247,EVENT,105.75200333825974,ML-501,,,,,,,ACCEPTED,TRUE
syn-0247,RECOMMENDATION,244.6,EL-301,VEHICLE,189200.0,120,BORROW_60_LIQUIDATE_40,0.578,RECOMMENDED,,TRUE
syn-0247,EVENT,243.9226512189062,EL-301,,,,,,,VIEWED,TRUE
syn-0247,RECOMMENDATION,484.1,PL-402,PERSONAL,330000.0,48,BORROW_40_LIQUIDATE_60,0.802,RECOMMENDED,,TRUE
syn-0247,EVENT,484.0807236681159,PL-402,,,,,,,DECLINED,TRUE
syn-0247,RECOMMENDATION,122.5,BL-601,EDUCATION,1132500.0,120,BORROW_40_LIQUIDATE_60,0.811,RECOMMENDED,,TRUE
syn-0247,EVENT,121.65635747443672,BL-601,,,,,,,DECLINED,TRUE
syn-0247,RECOMMENDATION,350.6,ML-501,PERSONAL,2329200.0,12,BORROW_40_LIQUIDATE_60,0.497,RECOMMENDED,,TRUE
syn-0247,EVENT,349.75644675193655,ML-501,,,,,,,VIEWED,TRUE
syn-0248,RECOMMENDATION,476.2,EL-301,PERSONAL,1943600.0,120,LIQUIDATE_100,0.588,RECOMMENDED,,TRUE
syn-0248,EVENT,475.62667163152963,EL-301,,,,,,,VIEWED,TRUE
syn-0248,RECOMMENDATION,351.0,BL-603,BUSINESS,175500.0,12,BORROW_20_LIQUIDATE_80,0.374,RECOMMENDED,,TRUE
syn-0248,EVENT,350.0658078186027,BL-603,,,,,,,ACCEPTED,TRUE
syn-0248,RECOMMENDATION,326.2,EL-301,EDUCATION,2914400.0,60,BORROW_80_LIQUIDATE_20,0.903,RECOMMENDED,,TRUE
syn-0248,EVENT,325.6896290484649,EL-301,,,,,,,DECLINED,TRUE
syn-0248,RECOMMENDATION,257.6,VL-201,HOME,1052600.0,48,BORROW_100,0.546,RECOMMENDED,,TRUE
syn-0248,EVENT,256.7931371084627,VL-201,,,,,,,DECLINED,TRUE
syn-0249,RECOMMENDATION,464.3,PL-401,PERSONAL,1056500.0,36,LIQUIDATE_100,0.371,RECOMMENDED,,TRUE
syn-0249,EVENT,463.36511622634293,PL-401,,,,,,,VIEWED,TRUE
syn-0249,RECOMMENDATION,224.8,BL-601,MEDICAL,114900.0,60,BORROW_100,0.574,RECOMMENDED,,TRUE
syn-0249,EVENT,224.54259449941375,BL-601,,,,,,,VIEWED,TRUE
syn-0249,RECOMMENDATION,121.0,ML-501,MEDICAL,219900.0,12,BORROW_20_LIQUIDATE_80,0.496,RECOMMENDED,,TRUE
syn-0249,EVENT,120.302141965472,ML-501,,,,,,,DECLINED,TRUE
syn-0249,RECOMMENDATION,2.6,PL-402,BUSINESS,750600.0,84,BORROW_40_LIQUIDATE_60,0.433,RECOMMENDED,,TRUE
syn-0249,EVENT,2.523633817607631,PL-402,,,,,,,VIEWED,TRUE
syn-0252,RECOMMENDATION,292.3,HL-101,PERSONAL,457300.0,36,LIQUIDATE_100,0.578,RECOMMENDED,,TRUE
syn-0252,EVENT,292.18111235732977,HL-101,,,,,,,DECLINED,TRUE
syn-0252,RECOMMENDATION,198.3,HL-103,HOME,264100.0,60,BORROW_80_LIQUIDATE_20,0.342,RECOMMENDED,,TRUE
syn-0252,EVENT,197.56773435330217,HL-103,,,,,,,DECLINED,TRUE
syn-0252,RECOMMENDATION,278.2,BL-602,PERSONAL,5683700.0,48,BORROW_20_LIQUIDATE_80,0.822,RECOMMENDED,,TRUE
syn-0252,EVENT,277.9040063829879,BL-602,,,,,,,VIEWED,TRUE
syn-0253,RECOMMENDATION,404.1,PL-401,HOME,438700.0,12,BORROW_100,0.665,RECOMMENDED,,TRUE
syn-0253,EVENT,403.9056921053159,PL-401,,,,,,,ACCEPTED,TRUE
syn-0253,RECOMMENDATION,390.0,VL-201,BUSINESS,750900.0,24,BORROW_100,0.408,RECOMMENDED,,TRUE
syn-0253,EVENT,389.5655116836523,VL-201,,,,,,,DECLINED,TRUE
syn-0253,RECOMMENDATION,136.9,VL-202,EDUCATION,462900.0,84,BORROW_60_LIQUIDATE_40,0.921,RECOMMENDED,,TRUE
syn-0253,EVENT,136.68186464841565,VL-202,,,,,,,VIEWED,TRUE
syn-0253,RECOMMENDATION,493.5,EL-301,BUSINESS,2007300.0,24,LIQUIDATE_100,0.877,RECOMMENDED,,TRUE
syn-0253,EVENT,493.26881181712133,EL-301,,,,,,,VIEWED,TRUE
syn-0255,RECOMMENDATION,372.1,HL-103,PERSONAL,211900.0,120,BORROW_60_LIQUIDATE_40,0.649,RECOMMENDED,,TRUE
syn-0255,EVENT,371.8071872471252,HL-103,,,,,,,VIEWED,TRUE
syn-0258,RECOMMENDATION,106.2,EL-302,BUSINESS,283700.0,24,BORROW_80_LIQUIDATE_20,0.365,RECOMMENDED,,TRUE
syn-0258,EVENT,105.77265606182426,EL-302,,,,,,,VIEWED,TRUE
syn-0258,RECOMMENDATION,476.9,EL-301,PERSONAL,741800.0,24,BORROW_100,0.587,RECOMMENDED,,TRUE
syn-0258,EVENT,476.09798079043264,EL-301,,,,,,,ACCEPTED,TRUE
syn-0258,RECOMMENDATION,407.5,VL-201,BUSINESS,1694400.0,24,BORROW_20_LIQUIDATE_80,0.711,RECOMMENDED,,TRUE
syn-0258,EVENT,407.109487055727,VL-201,,,,,,,DECLINED,TRUE
syn-0258,RECOMMENDATION,175.8,VL-201,EDUCATION,2993100.0,120,BORROW_40_LIQUIDATE_60,0.897,RECOMMENDED,,TRUE
syn-0258,EVENT,175.14199588912038,VL-201,,,,,,,ACCEPTED,TRUE
syn-0264,RECOMMENDATION,456.1,ML-501,EDUCATION,2136100.0,48,BORROW_20_LIQUIDATE_80,0.393,RECOMMENDED,,TRUE
syn-0264,EVENT,455.5823365684655,ML-501,,,,,,,DECLINED,TRUE
syn-0264,RECOMMENDATION,179.4,EL-301,PERSONAL,5962400.0,24,BORROW_60_LIQUIDATE_40,0.426,RECOMMENDED,,TRUE
syn-0264,EVENT,179.06833906353026,EL-301,,,,,,,ACCEPTED,TRUE
syn-0264,RECOMMENDATION,36.3,BL-603,EDUCATION,1693400.0,120,BORROW_100,0.509,RECOMMENDED,,TRUE
syn-0264,EVENT,35.74409161397568,BL-603,,,,,,,VIEWED,TRUE
syn-0266,RECOMMENDATION,142.1,VL-201,EDUCATION,4198200.0,36,BORROW_20_LIQUIDATE_80,0.853,RECOMMENDED,,TRUE
syn-0266,EVENT,141.4142708215479,VL-201,,,,,,,DECLINED,TRUE
syn-0266,RECOMMENDATION,75.9,BL-601,MEDICAL,700300.0,84,BORROW_20_LIQUIDATE_80,0.623,RECOMMENDED,,TRUE
syn-0266,EVENT,75.35286660968494,BL-601,,,,,,,VIEWED,TRUE
syn-0266,RECOMMENDATION,288.0,HL-101,PERSONAL,758000.0,48,BORROW_40_LIQUIDATE_60,0.541,RECOMMENDED,,TRUE
syn-0266,EVENT,287.7035106331878,HL-101,,,,,,,VIEWED,TRUE
syn-0277,RECOMMENDATION,177.3,HL-103,PERSONAL,1020500.0,120,BORROW_80_LIQUIDATE_20,0.774,RECOMMENDED,,TRUE
syn-0277,EVENT,176.8656101937039,HL-103,,,,,,,VIEWED,TRUE
syn-0277,RECOMMENDATION,457.7,BL-603,BUSINESS,384600.0,12,LIQUIDATE_100,0.87,RECOMMENDED,,TRUE
syn-0277,EVENT,457.37613134672483,BL-603,,,,,,,VIEWED,TRUE
syn-0277,RECOMMENDATION,537.5,PL-403,PERSONAL,217700.0,48,BORROW_20_LIQUIDATE_80,0.398,RECOMMENDED,,TRUE
syn-0277,EVENT,537.4470673847945,PL-403,,,,,,,ACCEPTED,TRUE
syn-0277,RECOMMENDATION,78.8,PL-402,HOME,3745900.0,84,BORROW_40_LIQUIDATE_60,0.354,RECOMMENDED,,TRUE
syn-0277,EVENT,77.83964280200864,PL-402,,,,,,,VIEWED,TRUE
syn-0277,RECOMMENDATION,168.9,EL-301,EDUCATION,126600.0,24,LIQUIDATE_100,0.655,RECOMMENDED,,TRUE
syn-0277,EVENT,168.50598576865218,EL-301,,,,,,,ACCEPTED,TRUE
syn-0280,RECOMMENDATION,60.4,VL-202,HOME,2481300.0,60,LIQUIDATE_100,0.931,RECOMMENDED,,TRUE
syn-0280,EVENT,60.35063570028452,VL-202,,,,,,,DECLINED,TRUE
syn-0280,RECOMMENDATION,235.2,VL-201,VEHICLE,2178000.0,84,BORROW_80_LIQUIDATE_20,0.881,RECOMMENDED,,TRUE
syn-0280,EVENT,234.96324639933638,VL-201,,,,,,,VIEWED,TRUE
syn-0280,RECOMMENDATION,223.7,HL-101,VEHICLE,774200.0,12,BORROW_100,0.513,RECOMMENDED,,TRUE
syn-0280,EVENT,222.8251259226431,HL-101,,,,,,,VIEWED,TRUE
syn-0280,RECOMMENDATION,292.7,VL-202,VEHICLE,1697600.0,48,BORROW_40_LIQUIDATE_60,0.577,RECOMMENDED,,TRUE
syn-0280,EVENT,292.2406555826273,VL-202,,,,,,,VIEWED,TRUE
syn-0295,RECOMMENDATION,103.5,HL-103,PERSONAL,253900.0,36,BORROW_40_LIQUIDATE_60,0.385,RECOMMENDED,,TRUE
syn-0295,EVENT,102.57714062075705,HL-103,,,,,,,VIEWED,TRUE
syn-0295,RECOMMENDATION,310.9,HL-101,HOME,749900.0,48,BORROW_100,0.795,RECOMMENDED,,TRUE
syn-0295,EVENT,310.0872757133413,HL-101,,,,,,,VIEWED,TRUE
syn-0295,RECOMMENDATION,513.7,HL-103,PERSONAL,1020600.0,36,LIQUIDATE_100,0.566,RECOMMENDED,,TRUE
syn-0295,EVENT,513.4033306459024,HL-103,,,,,,,VIEWED,TRUE
syn-0295,RECOMMENDATION,475.5,BL-601,PERSONAL,486800.0,84,BORROW_60_LIQUIDATE_40,0.385,RECOMMENDED,,TRUE
syn-0295,EVENT,475.03188805843575,BL-601,,,,,,,VIEWED,TRUE
syn-0295,RECOMMENDATION,517.2,ML-501,EDUCATION,2921800.0,36,BORROW_60_LIQUIDATE_40,0.605,RECOMMENDED,,TRUE
syn-0295,EVENT,517.1449095089085,ML-501,,,,,,,ACCEPTED,TRUE
syn-0296,RECOMMENDATION,196.1,VL-202,VEHICLE,133200.0,84,BORROW_20_LIQUIDATE_80,0.826,RECOMMENDED,,TRUE
syn-0296,EVENT,195.3381599997296,VL-202,,,,,,,ACCEPTED,TRUE
syn-0298,RECOMMENDATION,27.1,EL-302,MEDICAL,904400.0,24,BORROW_60_LIQUIDATE_40,0.336,RECOMMENDED,,TRUE
syn-0298,EVENT,26.41914872684692,EL-302,,,,,,,VIEWED,TRUE
syn-0298,RECOMMENDATION,412.3,EL-301,PERSONAL,333900.0,60,BORROW_80_LIQUIDATE_20,0.833,RECOMMENDED,,TRUE
syn-0298,EVENT,411.60410945015815,EL-301,,,,,,,VIEWED,TRUE
syn-0298,RECOMMENDATION,231.6,PL-401,BUSINESS,773400.0,12,BORROW_100,0.313,RECOMMENDED,,TRUE
syn-0298,EVENT,231.3734733728176,PL-401,,,,,,,ACCEPTED,TRUE
syn-0298,RECOMMENDATION,94.4,PL-403,PERSONAL,557100.0,24,LIQUIDATE_100,0.85,RECOMMENDED,,TRUE
syn-0298,EVENT,93.47517243640124,PL-403,,,,,,,VIEWED,TRUE
syn-0298,RECOMMENDATION,334.1,ML-501,PERSONAL,4826600.0,120,BORROW_40_LIQUIDATE_60,0.558,RECOMMENDED,,TRUE
syn-0298,EVENT,333.9153934406565,ML-501,,,,,,,DECLINED,TRUE
syn-0301,RECOMMENDATION,464.4,HL-103,VEHICLE,309200.0,84,BORROW_100,0.689,RECOMMENDED,,TRUE
syn-0301,EVENT,463.52872320978446,HL-103,,,,,,,DECLINED,TRUE
syn-0301,RECOMMENDATION,326.9,EL-301,BUSINESS,120400.0,12,LIQUIDATE_100,0.403,RECOMMENDED,,TRUE
syn-0301,EVENT,326.2209080008836,EL-301,,,,,,,VIEWED,TRUE
syn-0301,RECOMMENDATION,392.8,PL-402,PERSONAL,5305400.0,60,BORROW_100,0.859,RECOMMENDED,,TRUE
syn-0301,EVENT,392.68074161264616,PL-402,,,,,,,ACCEPTED,TRUE
syn-0305,RECOMMENDATION,332.7,VL-201,VEHICLE,186600.0,12,BORROW_60_LIQUIDATE_40,0.641,RECOMMENDED,,TRUE
syn-0305,EVENT,332.33915556588124,VL-201,,,,,,,ACCEPTED,TRUE
syn-0305,RECOMMENDATION,182.5,HL-101,HOME,1786500.0,48,BORROW_100,0.715,RECOMMENDED,,TRUE
syn-0305,EVENT,182.2418035233886,HL-101,,,,,,,ACCEPTED,TRUE
syn-0305,RECOMMENDATION,13.5,VL-201,MEDICAL,235200.0,24,BORROW_100,0.839,RECOMMENDED,,TRUE
syn-0305,EVENT,12.87062554425538,VL-201,,,,,,,ACCEPTED,TRUE
syn-0305,RECOMMENDATION,188.7,VL-201,PERSONAL,142800.0,24,BORROW_100,0.717,RECOMMENDED,,TRUE
syn-0305,EVENT,188.2224689486563,VL-201,,,,,,,ACCEPTED,TRUE
syn-0307,RECOMMENDATION,114.1,HL-102,MEDICAL,1026900.0,48,LIQUIDATE_100,0.872,RECOMMENDED,,TRUE
syn-0307,EVENT,113.60292074811414,HL-102,,,,,,,VIEWED,TRUE
syn-0307,RECOMMENDATION,377.3,ML-501,VEHICLE,383700.0,36,LIQUIDATE_100,0.492,RECOMMENDED,,TRUE
syn-0307,EVENT,377.0798275349361,ML-501,,,,,,,ACCEPTED,TRUE
syn-0307,RECOMMENDATION,45.8,VL-201,PERSONAL,517100.0,12,BORROW_80_LIQUIDATE_20,0.685,RECOMMENDED,,TRUE
syn-0307,EVENT,45.69805475920983,VL-201,,,,,,,DECLINED,TRUE
syn-0311,RECOMMENDATION,121.4,PL-401,HOME,3503300.0,48,BORROW_20_LIQUIDATE_80,0.374,RECOMMENDED,,TRUE
syn-0311,EVENT,121.1213669985329,PL-401,,,,,,,ACCEPTED,TRUE
syn-0311,RECOMMENDATION,63.0,BL-603,MEDICAL,206300.0,120,BORROW_40_LIQUIDATE_60,0.869,RECOMMENDED,,TRUE
syn-0311,EVENT,62.92269364150991,BL-603,,,,,,,DECLINED,TRUE
syn-0311,RECOMMENDATION,442.2,PL-403,VEHICLE,301200.0,60,BORROW_60_LIQUIDATE_40,0.843,RECOMMENDED,,TRUE
syn-0311,EVENT,441.21672281955694,PL-403,,,,,,,ACCEPTED,TRUE
syn-0311,RECOMMENDATION,116.2,EL-302,VEHICLE,652300.0,24,BORROW_100,0.362,RECOMMENDED,,TRUE
syn-0311,EVENT,115.5164063131345,EL-302,,,,,,,VIEWED,TRUE
syn-0311,RECOMMENDATION,192.0,EL-302,PERSONAL,2739000.0,24,BORROW_40_LIQUIDATE_60,0.911,RECOMMENDED,,TRUE
syn-0311,EVENT,191.2378125726793,EL-302,,,,,,,DECLINED,TRUE
syn-0312,RECOMMENDATION,267.8,HL-102,BUSINESS,734300.0,84,BORROW_40_LIQUIDATE_60,0.764,RECOMMENDED,,TRUE
syn-0312,EVENT,267.38176121508485,HL-102,,,,,,,DECLINED,TRUE
syn-0313,RECOMMENDATION,107.8,EL-302,EDUCATION,238900.0,24,BORROW_100,0.868,RECOMMENDED,,TRUE
syn-0313,EVENT,107.03127967243931,EL-302,,,,,,,VIEWED,TRUE
syn-0313,RECOMMENDATION,356.2,EL-302,PERSONAL,4913500.0,36,LIQUIDATE_100,0.803,RECOMMENDED,,TRUE
syn-0313,EVENT,355.87747794849065,EL-302,,,,,,,DECLINED,TRUE
syn-0313,RECOMMENDATION,532.5,EL-301,VEHICLE,3625600.0,24,BORROW_40_LIQUIDATE_60,0.62,RECOMMENDED,,TRUE
syn-0313,EVENT,531.6431657643469,EL-301,,,,,,,VIEWED,TRUE
syn-0315,RECOMMENDATION,176.0,EL-301,EDUCATION,4429600.0,48,BORROW_20_LIQUIDATE_80,0.771,RECOMMENDED,,TRUE
syn-0315,EVENT,175.0909597585417,EL-301,,,,,,,VIEWED,TRUE
syn-0315,RECOMMENDATION,281.8,HL-102,VEHICLE,450900.0,36,BORROW_60_LIQUIDATE_40,0.358,RECOMMENDED,,TRUE
syn-0315,EVENT,281.0633926544137,HL-102,,,,,,,ACCEPTED,TRUE
syn-0315,RECOMMENDATION,337.2,BL-601,HOME,1777300.0,24,BORROW_80_LIQUIDATE_20,0.818,RECOMMENDED,,TRUE
syn-0315,EVENT,336.37295424699056,BL-601,,,,,,,VIEWED,TRUE
syn-0315,RECOMMENDATION,137.7,HL-102,BUSINESS,497100.0,36,BORROW_40_LIQUIDATE_60,0.497,RECOMMENDED,,TRUE
syn-0315,EVENT,137.14057016461365,HL-102,,,,,,,VIEWED,TRUE
syn-0317,RECOMMENDATION,365.4,VL-202,BUSINESS,661500.0,36,BORROW_20_LIQUIDATE_80,0.651,RECOMMENDED,,TRUE
syn-0317,EVENT,364.57291364016527,VL-202,,,,,,,VIEWED,TRUE
syn-0317,RECOMMENDATION,266.1,PL-401,MEDICAL,2495300.0,12,BORROW_20_LIQUIDATE_80,0.545,RECOMMENDED,,TRUE
syn-0317,EVENT,265.6492647945952,PL-401,,,,,,,VIEWED,TRUE
syn-0317,RECOMMENDATION,488.4,BL-601,BUSINESS,4410500.0,36,BORROW_80_LIQUIDATE_20,0.594,RECOMMENDED,,TRUE
syn-0317,EVENT,487.7354126102492,BL-601,,,,,,,ACCEPTED,TRUE
syn-0317,RECOMMENDATION,501.1,VL-202,EDUCATION,2475200.0,120,BORROW_80_LIQUIDATE_20,0.83,RECOMMENDED,,TRUE
syn-0317,EVENT,500.11720047993,VL-202,,,,,,,ACCEPTED,TRUE
syn-0317,RECOMMENDATION,161.0,VL-202,VEHICLE,501800.0,12,BORROW_100,0.907,RECOMMENDED,,TRUE
syn-0317,EVENT,160.34476699233588,VL-202,,,,,,,DECLINED,TRUE
syn-0319,RECOMMENDATION,130.3,PL-402,HOME,445600.0,24,BORROW_80_LIQUIDATE_20,0.348,RECOMMENDED,,TRUE
syn-0319,EVENT,129.71419114610663,PL-402,,,,,,,VIEWED,TRUE
syn-0319,RECOMMENDATION,223.0,EL-301,BUSINESS,1425700.0,60,BORROW_80_LIQUIDATE_20,0.734,RECOMMENDED,,TRUE
syn-0319,EVENT,222.4537628620496,EL-301,,,,,,,ACCEPTED,TRUE
syn-0320,RECOMMENDATION,169.6,VL-201,BUSINESS,1037200.0,120,BORROW_80_LIQUIDATE_20,0.645,RECOMMENDED,,TRUE
syn-0320,EVENT,169.554340746451,VL-201,,,,,,,VIEWED,TRUE
syn-0320,RECOMMENDATION,209.1,EL-301,PERSONAL,750100.0,60,BORROW_100,0.873,RECOMMENDED,,TRUE
syn-0320,EVENT,208.90812204684025,EL-301,,,,,,,VIEWED,TRUE
syn-0320,RECOMMENDATION,142.9,EL-302,PERSONAL,161000.0,60,BORROW_40_LIQUIDATE_60,0.832,RECOMMENDED,,TRUE
syn-0320,EVENT,142.55976418958366,EL-302,,,,,,,VIEWED,TRUE
syn-0320,RECOMMENDATION,469.6,HL-103,HOME,1263400.0,48,BORROW_80_LIQUIDATE_20,0.635,RECOMMENDED,,TRUE
syn-0320,EVENT,468.83906188490135,HL-103,,,,,,,ACCEPTED,TRUE
syn-0323,RECOMMENDATION,168.5,EL-302,EDUCATION,1523700.0,36,BORROW_20_LIQUIDATE_80,0.581,RECOMMENDED,,TRUE
syn-0323,EVENT,167.6194829766003,EL-302,,,,,,,VIEWED,TRUE
syn-0325,RECOMMENDATION,513.3,HL-103,PERSONAL,2031000.0,120,BORROW_40_LIQUIDATE_60,0.875,RECOMMENDED,,TRUE
syn-0325,EVENT,513.2109052233925,HL-103,,,,,,,VIEWED,TRUE
syn-0325,RECOMMENDATION,503.9,PL-401,MEDICAL,5483800.0,84,BORROW_20_LIQUIDATE_80,0.559,RECOMMENDED,,TRUE
syn-0325,EVENT,503.71637723733176,PL-401,,,,,,,ACCEPTED,TRUE
syn-0325,RECOMMENDATION,361.6,EL-301,EDUCATION,5203500.0,84,BORROW_100,0.65,RECOMMENDED,,TRUE
syn-0325,EVENT,360.9952557335671,EL-301,,,,,,,ACCEPTED,TRUE
syn-0328,RECOMMENDATION,250.9,BL-601,HOME,1250900.0,48,LIQUIDATE_100,0.368,RECOMMENDED,,TRUE
syn-0328,EVENT,250.59403911859317,BL-601,,,,,,,DECLINED,TRUE
syn-0328,RECOMMENDATION,285.9,EL-302,PERSONAL,560200.0,84,BORROW_100,0.628,RECOMMENDED,,TRUE
syn-0328,EVENT,284.99543418692207,EL-302,,,,,,,VIEWED,TRUE
syn-0328,RECOMMENDATION,120.5,ML-501,PERSONAL,5106300.0,24,LIQUIDATE_100,0.834,RECOMMENDED,,TRUE
syn-0328,EVENT,119.71280609456164,ML-501,,,,,,,VIEWED,TRUE
syn-0328,RECOMMENDATION,171.4,BL-602,EDUCATION,211400.0,36,BORROW_20_LIQUIDATE_80,0.64,RECOMMENDED,,TRUE
syn-0328,EVENT,171.33288505240446,BL-602,,,,,,,ACCEPTED,TRUE
syn-0332,RECOMMENDATION,81.1,PL-403,VEHICLE,183300.0,12,BORROW_80_LIQUIDATE_20,0.568,RECOMMENDED,,TRUE
syn-0332,EVENT,80.98067412118968,PL-403,,,,,,,DECLINED,TRUE
syn-0335,RECOMMENDATION,341.7,PL-401,HOME,1343200.0,36,LIQUIDATE_100,0.321,RECOMMENDED,,TRUE
syn-0335,EVENT,340.7994775777228,PL-401,,,,,,,VIEWED,TRUE
syn-0335,RECOMMENDATION,138.3,PL-402,BUSINESS,228000.0,120,BORROW_80_LIQUIDATE_20,0.916,RECOMMENDED,,TRUE
syn-0335,EVENT,137.3653751732646,PL-402,,,,,,,DECLINED,TRUE
syn-0336,RECOMMENDATION,19.6,HL-101,HOME,345500.0,84,BORROW_80_LIQUIDATE_20,0.844,RECOMMENDED,,TRUE
syn-0336,EVENT,19.59027989849854,HL-101,,,,,,,DECLINED,TRUE
